Part,IC 2D,Lot,Date,Time,Machine,Server result,Machine result,(um)Point1,(um)Point2,(um)Point3,(um)Point4,(um)Point5,
791-00529,1,P 8 7,2020-08-01,12:43:41,PA05-1901,OK,OK,7.9,2.9,51.0,27.9,-15.5,
