Part,IC 2D,Lot,Date,Time,Machine,Server result,Machine result,(um)Point1,(um)Point2,(um)Point3,(um)Point4,(um)Point5,
791-00529,1,P 8 7,2020-08-01,08:38:33,PA05-1901,OK,OK,14.7,9.9,118.7,66.3,88.1,
