Part,IC 2D,Lot,Date,Time,Machine,Server result,Machine result,(um)Point1,(um)Point2,(um)Point3,(um)Point4,(um)Point5,
791-00529,1,P 8 7,2020-08-01,08:43:21,PA05-1901,OK,NG,12.4,5.9,14.2,279.9,288.6,
