Part,IC 2D,Lot,Date,Time,Machine,Server result,Machine result,(um)Point1,(um)Point2,(um)Point3,(um)Point4,(um)Point5,
791-00529,1,P 8 7,2020-08-01,08:46:05,PA05-1901,OK,OK,36.4,16.5,-39.5,40.3,74.8,
